ONS_code,year,veh_bev,veh_ulev_total
E07000037,2020,184,336
E07000037,2021,334,587
E07000037,2022,502,847
E07000037,2023,751,1216
E07000037,2024,1085,1723
E07000037,2025,1450,2253
E07000038,2011,3,3
E07000038,2012,4,6
E07000038,2013,1,4
E07000038,2014,6,19
E07000038,2015,15,44
E07000038,2016,23,66
E07000038,2017,35,119
E07000038,2018,57,197
E07000038,2019,119,293
E07000038,2020,187,416
E07000038,2021,337,659
E07000038,2022,549,972
E07000038,2023,848,1415
E07000038,2024,1339,2078
E07000038,2025,1841,2825
E07000039,2011,2,2
E07000039,2012,4,4
E07000039,2013,6,6
E07000039,2014,13,20
E07000039,2015,29,48
E07000039,2016,41,86
E07000039,2017,65,130
E07000039,2018,81,192
E07000039,2019,118,266
E07000039,2020,194,408
E07000039,2021,358,727
E07000039,2022,614,1196
E07000039,2023,1010,1767
E07000039,2024,1631,2681
E07000039,2025,2319,3664
E07000040,2011,8,8
E07000040,2012,9,13
E07000040,2013,14,20
E07000040,2014,27,44
E07000040,2015,48,92
E07000040,2016,69,151
E07000040,2017,100,235
E07000040,2018,136,338
E07000040,2019,221,476
E07000040,2020,381,720
E07000040,2021,735,1237
E07000040,2022,1168,1837
E07000040,2023,1454,2305
E07000040,2024,1950,3060
E07000040,2025,2516,3900
E07000041,2011,15,15
E07000041,2012,16,18
E07000041,2013,15,18
E07000041,2014,33,42
E07000041,2015,46,75
E07000041,2016,55,166
E07000041,2017,72,598
E07000041,2018,101,940
E07000041,2019,166,1122
E07000041,2020,435,1082
E07000041,2021,556,1752
E07000041,2022,918,2602
E07000041,2023,2364,4476
E07000041,2024,2674,5360
E07000041,2025,3170,6339
E07000042,2011,7,7
E07000042,2012,5,5
E07000042,2013,5,5
E07000042,2014,9,16
E07000042,2015,22,38
E07000042,2016,33,64
E07000042,2017,47,103
E07000042,2018,70,156
E07000042,2019,113,229
E07000042,2020,149,303
E07000042,2021,306,559
E07000042,2022,482,825
E07000042,2023,678,1109
E07000042,2024,922,1467
E07000042,2025,1225,1883
E07000043,2011,5,5
E07000043,2012,10,11
E07000043,2013,14,15
E07000043,2014,16,25
E07000043,2015,16,59
E07000043,2016,34,102
E07000043,2017,45,145
E07000043,2018,60,200
E07000043,2019,104,276
E07000043,2020,191,422
E07000043,2021,326,647
E07000043,2022,549,968
E07000043,2023,757,1263
E07000043,2024,977,1631
E07000043,2025,1270,2070
E07000044,2011,23,23
E07000044,2012,20,22
E07000044,2013,21,25
E07000044,2014,20,40
E07000044,2015,37,76
E07000044,2016,54,105
E07000044,2017,80,161
E07000044,2018,105,217
E07000044,2019,181,330
E07000044,2020,311,498
E07000044,2021,540,834
E07000044,2022,787,1195
E07000044,2023,1095,1622
E07000044,2024,1425,2100
E07000044,2025,1764,2586
E07000045,2011,25,25
E07000045,2012,15,17
E07000045,2013,17,20
E07000045,2014,32,45
E07000045,2015,47,80
E07000045,2016,61,128
E07000045,2017,102,209
E07000045,2018,151,325
E07000045,2019,212,429
E07000045,2020,398,706
E07000045,2021,638,1050
E07000045,2022,988,1494
E07000045,2023,1343,2001
E07000045,2024,1782,2628
E07000045,2025,2230,3290
E07000046,2011,7,7
E07000046,2012,3,3
E07000046,2013,10,10
E07000046,2014,19,28
E07000046,2015,23,54
E07000046,2016,21,71
E07000046,2017,39,100
E07000046,2018,58,127
E07000046,2019,77,188
E07000046,2020,122,272
E07000046,2021,230,424
E07000046,2022,357,618
E07000046,2023,488,800
E07000046,2024,686,1075
E07000046,2025,871,1348
E07000047,2011,5,6
E07000047,2012,4,6
E07000047,2013,7,9
E07000047,2014,7,11
E07000047,2015,12,29
E07000047,2016,20,47
E07000047,2017,26,68
E07000047,2018,37,91
E07000047,2019,57,126
E07000047,2020,120,206
E07000047,2021,234,367
E07000047,2022,366,560
E07000047,2023,488,736
E07000047,2024,654,976
E07000047,2025,852,1291
E07000061,2011,9,9
E07000061,2012,8,10
E07000061,2013,8,10
E07000061,2014,14,18
E07000061,2015,30,36
E07000061,2016,31,49
E07000061,2017,40,91
E07000061,2018,47,114
E07000061,2019,74,185
E07000061,2020,133,312
E07000061,2021,265,581
E07000061,2022,462,777
E07000061,2023,613,979
E07000061,2024,888,1670
E07000061,2025,1180,2167
E07000062,2011,8,8
E07000062,2012,6,6
E07000062,2013,9,11
E07000062,2014,27,31
E07000062,2015,36,47
E07000062,2016,48,72
E07000062,2017,55,96
E07000062,2018,55,117
E07000062,2019,66,144
E07000062,2020,105,195
E07000062,2021,172,317
E07000062,2022,288,480
E07000062,2023,447,696
E07000062,2024,608,956
E07000062,2025,860,1322
E07000063,2011,19,19
E07000063,2012,21,23
E07000063,2013,28,32
E07000063,2014,28,37
E07000063,2015,44,79
E07000063,2016,53,112
E07000063,2017,86,186
E07000063,2018,117,270
E07000063,2019,183,381
E07000063,2020,285,540
E07000063,2021,487,857
E07000063,2022,691,1193
E07000063,2023,996,1604
E07000063,2024,1312,2041
E07000063,2025,1671,2576
E07000064,2011,7,7
E07000064,2012,5,5
E07000064,2013,4,7
E07000064,2014,16,30
E07000064,2015,31,53
E07000064,2016,54,102
E07000064,2017,79,164
E07000064,2018,97,205
E07000064,2019,214,364
E07000064,2020,301,514
E07000064,2021,455,789
E07000064,2022,690,1123
E07000064,2023,859,1409
E07000064,2024,1153,1880
E07000064,2025,1477,2383
E07000065,2011,17,17
E07000065,2012,17,18
E07000065,2013,27,30
E07000065,2014,40,61
E07000065,2015,78,119
E07000065,2016,123,233
E07000065,2017,167,345
E07000065,2018,231,511
E07000065,2019,337,721
E07000065,2020,515,1009
E07000065,2021,893,1583
E07000065,2022,1405,2340
E07000065,2023,1994,3145
E07000065,2024,2676,4141
E07000065,2025,3350,5162
E07000066,2011,15,15
E07000066,2012,13,17
E07000066,2013,16,24
E07000066,2014,34,54
E07000066,2015,64,110
E07000066,2016,80,162
E07000066,2017,103,236
E07000066,2018,123,339
E07000066,2019,207,504
E07000066,2020,432,1170
E07000066,2021,737,2001
E07000066,2022,1315,3247
E07000066,2023,1948,4668
E07000066,2024,2724,6491
E07000066,2025,3402,8166
E07000067,2011,7,7
E07000067,2012,6,6
E07000067,2013,8,9
E07000067,2014,24,34
E07000067,2015,51,79
E07000067,2016,59,115
E07000067,2017,84,175
E07000067,2018,94,233
E07000067,2019,138,347
E07000067,2020,249,540
E07000067,2021,533,977
E07000067,2022,944,1596
E07000067,2023,1285,2152
E07000067,2024,1808,2995
E07000067,2025,2399,3945
E07000068,2011,35,35
E07000068,2012,29,30
E07000068,2013,30,33
E07000068,2014,17,32
E07000068,2015,44,186
E07000068,2016,70,164
E07000068,2017,85,171
E07000068,2018,103,235
E07000068,2019,141,327
E07000068,2020,221,476
E07000068,2021,383,782
E07000068,2022,604,1144
E07000068,2023,878,1600
E07000068,2024,1178,2155
E07000068,2025,1457,2678
E07000069,2011,2,2
E07000069,2012,2,3
E07000069,2013,7,10
E07000069,2014,10,19
E07000069,2015,20,40
E07000069,2016,29,58
E07000069,2017,46,83
E07000069,2018,54,113
E07000069,2019,70,158
E07000069,2020,109,235
E07000069,2021,232,420
E07000069,2022,373,695
E07000069,2023,536,1002
E07000069,2024,790,1406
E07000069,2025,1072,1941
E07000070,2011,9,10
E07000070,2012,11,12
E07000070,2013,13,14
E07000070,2014,29,40
E07000070,2015,55,79
E07000070,2016,94,148
E07000070,2017,127,249
E07000070,2018,163,357
E07000070,2019,222,477
E07000070,2020,418,815
E07000070,2021,799,1437
E07000070,2022,1326,2258
E07000070,2023,1936,3179
E07000070,2024,2660,4307
E07000070,2025,3365,5489
E07000071,2011,18,18
E07000071,2012,18,22
E07000071,2013,15,23
E07000071,2014,29,41
E07000071,2015,41,67
E07000071,2016,70,136
E07000071,2017,96,199
E07000071,2018,121,279
E07000071,2019,200,434
E07000071,2020,320,675
E07000071,2021,636,1184
E07000071,2022,1080,1842
E07000071,2023,1601,2640
E07000071,2024,2246,3679
E07000071,2025,2916,4714
E07000072,2011,10,10
E07000072,2012,8,10
E07000072,2013,13,18
E07000072,2014,24,42
E07000072,2015,47,95
E07000072,2016,76,173
E07000072,2017,112,262
E07000072,2018,137,422
E07000072,2019,217,678
E07000072,2020,408,1058
E07000072,2021,786,1765
E07000072,2022,1250,2488
E07000072,2023,1762,3315
E07000072,2024,2316,4177
E07000072,2025,2818,5059
E07000073,2011,0,0
E07000073,2012,0,1
E07000073,2013,3,4
E07000073,2014,7,10
E07000073,2015,13,22
E07000073,2016,18,35
E07000073,2017,31,54
E07000073,2018,45,98
E07000073,2019,74,178
E07000073,2020,110,272
E07000073,2021,241,503
E07000073,2022,403,745
E07000073,2023,587,1145
E07000073,2024,1038,1773
E07000073,2025,1224,2195
E07000074,2011,8,8
E07000074,2012,12,13
E07000074,2013,11,14
E07000074,2014,12,19
E07000074,2015,24,46
E07000074,2016,29,65
E07000074,2017,40,97
E07000074,2018,49,125
E07000074,2019,86,192
E07000074,2020,148,293
E07000074,2021,297,539
E07000074,2022,471,813
E07000074,2023,652,1133
E07000074,2024,887,1516
E07000074,2025,1170,1948
E07000075,2011,3,3
E07000075,2012,5,5
E07000075,2013,12,12
E07000075,2014,32,36
E07000075,2015,47,60
E07000075,2016,49,67
E07000075,2017,56,94
E07000075,2018,64,139
E07000075,2019,79,220
E07000075,2020,148,355
E07000075,2021,301,599
E07000075,2022,522,996
E07000075,2023,758,1367
E07000075,2024,1076,1849
E07000075,2025,1422,2360
E07000076,2011,9,9
E07000076,2012,13,14
E07000076,2013,11,13
E07000076,2014,15,25
E07000076,2015,22,52
E07000076,2016,48,103
E07000076,2017,63,132
E07000076,2018,69,168
E07000076,2019,99,244
E07000076,2020,169,372
E07000076,2021,378,706
E07000076,2022,628,1058
E07000076,2023,1000,1583
E07000076,2024,1453,2229
E07000076,2025,1910,2914
E07000077,2011,14,15
E07000077,2012,20,23
E07000077,2013,19,21
E07000077,2014,30,46
E07000077,2015,39,71
E07000077,2016,62,120
E07000077,2017,89,200
E07000077,2018,134,304
E07000077,2019,221,465
E07000077,2020,344,663
E07000077,2021,683,1311
E07000077,2022,1103,1772
E07000077,2023,1600,2441
E07000077,2024,2060,3351
E07000077,2025,2583,4456
E07000078,2011,10,10
E07000078,2012,11,14
E07000078,2013,14,17
E07000078,2014,12,26
E07000078,2015,28,61
E07000078,2016,41,101
E07000078,2017,70,176
E07000078,2018,97,248
E07000078,2019,169,368
E07000078,2020,289,576
E07000078,2021,508,908
E07000078,2022,781,1324
E07000078,2023,1131,1848
E07000078,2024,1539,2468
E07000078,2025,1968,3097
E07000079,2011,45,45
E07000079,2012,32,33
E07000079,2013,21,24
E07000079,2014,18,379
E07000079,2015,31,1234
E07000079,2016,54,608
E07000079,2017,85,774
E07000079,2018,114,959
E07000079,2019,190,687
E07000079,2020,320,862
E07000079,2021,615,1109
E07000079,2022,938,1570
E07000079,2023,1268,2121
E07000079,2024,1667,2720
E07000079,2025,2040,3311
E07000080,2011,5,5
E07000080,2012,7,7
E07000080,2013,8,8
E07000080,2014,17,20
E07000080,2015,28,43
E07000080,2016,41,73
E07000080,2017,73,128
E07000080,2018,99,185
E07000080,2019,1662,3412
E07000080,2020,2912,6159
E07000080,2021,428,695
E07000080,2022,602,916
E07000080,2023,847,1289
E07000080,2024,1169,1700
E07000080,2025,1483,2183
E07000081,2011,12,12
E07000081,2012,10,10
E07000081,2013,15,19
E07000081,2014,39,109
E07000081,2015,58,294
E07000081,2016,97,276
E07000081,2017,140,1543
E07000081,2018,1385,3137
E07000081,2019,177,333
E07000081,2020,274,490
E07000081,2021,409,705
E07000081,2022,672,1065
E07000081,2023,984,1512
E07000081,2024,1345,2078
E07000081,2025,1815,2762
E07000082,2011,26,26
E07000082,2012,26,29
E07000082,2013,32,37
E07000082,2014,41,60
E07000082,2015,61,110
E07000082,2016,93,173
E07000082,2017,110,260
E07000082,2018,168,403
E07000082,2019,302,637
E07000082,2020,492,931
E07000082,2021,792,1373
E07000082,2022,1175,1889
E07000082,2023,1629,2516
E07000082,2024,2225,3360
E07000082,2025,2887,4244
E07000083,2011,37,37
E07000083,2012,41,41
E07000083,2013,46,46
E07000083,2014,17,33
E07000083,2015,23,59
E07000083,2016,39,98
E07000083,2017,54,151
E07000083,2018,81,227
E07000083,2019,164,345
E07000083,2020,273,542
E07000083,2021,531,907
E07000083,2022,803,1319
E07000083,2023,1160,1880
E07000083,2024,1651,2564
E07000083,2025,2162,3279
E07000084,2011,13,14
E07000084,2012,13,16
E07000084,2013,20,27
E07000084,2014,54,78
E07000084,2015,68,129
E07000084,2016,101,206
E07000084,2017,139,289
E07000084,2018,204,441
E07000084,2019,328,643
E07000084,2020,540,971
E07000084,2021,898,1544
E07000084,2022,1426,2296
E07000084,2023,2092,3266
E07000084,2024,2864,4415
E07000084,2025,3759,5693
E07000085,2011,7,7
E07000085,2012,7,9
E07000085,2013,20,25
E07000085,2014,39,56
E07000085,2015,67,108
E07000085,2016,102,185
E07000085,2017,148,291
E07000085,2018,198,426
E07000085,2019,317,625
E07000085,2020,527,929
E07000085,2021,851,1431
E07000085,2022,1346,2140
E07000085,2023,1817,2861
E07000085,2024,2344,3656
E07000085,2025,2952,4547
E07000086,2011,8,8
E07000086,2012,7,7
E07000086,2013,8,9
E07000086,2014,28,41
E07000086,2015,52,94
E07000086,2016,63,160
E07000086,2017,117,239
E07000086,2018,164,329
E07000086,2019,205,421
E07000086,2020,349,681
E07000086,2021,599,1083
E07000086,2022,1029,1697
E07000086,2023,1590,2492
E07000086,2024,2207,3331
E07000086,2025,3032,4399
E07000087,2011,9,9
E07000087,2012,10,14
E07000087,2013,14,21
E07000087,2014,33,47
E07000087,2015,42,74
E07000087,2016,68,149
E07000087,2017,87,205
E07000087,2018,110,292
E07000087,2019,196,397
E07000087,2020,295,591
E07000087,2021,559,1012
E07000087,2022,915,1527
E07000087,2023,1260,2002
E07000087,2024,1748,2726
E07000087,2025,2308,3504
E07000088,2011,4,4
E07000088,2012,3,3
E07000088,2013,3,3
E07000088,2014,7,12
E07000088,2015,11,26
E07000088,2016,13,42
E07000088,2017,25,64
E07000088,2018,33,87
E07000088,2019,48,121
E07000088,2020,76,189
E07000088,2021,171,339
E07000088,2022,280,495
E07000088,2023,425,695
E07000088,2024,608,970
E07000088,2025,848,1309
E07000089,2011,44,45
E07000089,2012,48,51
E07000089,2013,54,60
E07000089,2014,62,78
E07000089,2015,76,107
E07000089,2016,80,133
E07000089,2017,115,220
E07000089,2018,154,343
E07000089,2019,230,458
E07000089,2020,333,643
E07000089,2021,649,1104
E07000089,2022,1112,1935
E07000089,2023,1691,2734
E07000089,2024,2250,3615
E07000089,2025,2863,4490
E07000090,2011,13,13
E07000090,2012,9,12
E07000090,2013,22,26
E07000090,2014,44,51
E07000090,2015,59,80
E07000090,2016,52,101
E07000090,2017,75,152
E07000090,2018,100,211
E07000090,2019,142,298
E07000090,2020,243,478
E07000090,2021,446,818
E07000090,2022,769,1281
E07000090,2023,1146,1820
E07000090,2024,1532,2462
E07000090,2025,1964,3061
E07000091,2011,23,25
E07000091,2012,26,29
E07000091,2013,36,39
E07000091,2014,57,75
E07000091,2015,73,116
E07000091,2016,104,191
E07000091,2017,146,302
E07000091,2018,201,454
E07000091,2019,321,662
E07000091,2020,552,1038
E07000091,2021,905,1622
E07000091,2022,1444,2380
E07000091,2023,1953,3136
E07000091,2024,2597,4126
E07000091,2025,3324,5223
E07000092,2011,1212,1212
E07000092,2012,894,898
E07000092,2013,560,586
E07000092,2014,48,76
E07000092,2015,81,109
E07000092,2016,87,126
E07000092,2017,97,240
E07000092,2018,294,526
E07000092,2019,475,764
E07000092,2020,823,2657
E07000092,2021,1296,4139
E07000092,2022,2785,6637
E07000092,2023,4403,9044
E07000092,2024,5805,14133
E07000092,2025,7571,16156
E07000093,2011,8,8
E07000093,2012,11,13
E07000093,2013,11,17
E07000093,2014,20,39
E07000093,2015,38,89
E07000093,2016,80,167
E07000093,2017,155,301
E07000093,2018,220,445
E07000093,2019,347,670
E07000093,2020,432,783
E07000093,2021,773,1285
E07000093,2022,1171,1886
E07000093,2023,1715,2679
E07000093,2024,2288,3557
E07000093,2025,2904,4458
E07000094,2011,7,8
E07000094,2012,7,10
E07000094,2013,13,17
E07000094,2014,38,55
E07000094,2015,62,119
E07000094,2016,95,194
E07000094,2017,136,304
E07000094,2018,217,494
E07000094,2019,380,762
E07000094,2020,626,1164
E07000094,2021,984,1712
E07000094,2022,1553,2475
E07000094,2023,2108,3255
E07000094,2024,2759,4196
E07000094,2025,3423,5128
E07000095,2011,2,3
E07000095,2012,2,4
E07000095,2013,1,4
E07000095,2014,7,14
E07000095,2015,27,45
E07000095,2016,31,56
E07000095,2017,43,91
E07000095,2018,56,166
E07000095,2019,88,247
E07000095,2020,162,387
E07000095,2021,286,639
E07000095,2022,477,985
E07000095,2023,768,1467
E07000095,2024,1170,2096
E07000095,2025,1488,2688
E07000096,2011,7,7
E07000096,2012,9,10
E07000096,2013,16,18
E07000096,2014,38,60
E07000096,2015,65,125
E07000096,2016,96,214
E07000096,2017,145,346
E07000096,2018,214,510
E07000096,2019,327,737
E07000096,2020,521,1023
E07000096,2021,854,1664
E07000096,2022,1360,2391
E07000096,2023,1943,3282
E07000096,2024,2379,4000
E07000096,2025,3010,4957
E07000098,2011,10,10
E07000098,2012,10,13
E07000098,2013,19,26
E07000098,2014,29,42
E07000098,2015,48,86
E07000098,2016,83,169
E07000098,2017,133,273
E07000098,2018,172,467
E07000098,2019,279,695
E07000098,2020,458,948
E07000098,2021,825,1479
E07000098,2022,1308,2192
E07000098,2023,1799,3102
E07000098,2024,2371,3853
E07000098,2025,2820,4625
E07000099,2011,8,8
E07000099,2012,12,17
E07000099,2013,16,23
E07000099,2014,31,44
E07000099,2015,54,100
E07000099,2016,100,180
E07000099,2017,140,278
E07000099,2018,197,408
E07000099,2019,282,566
E07000099,2020,473,869
E07000099,2021,756,1326
E07000099,2022,1244,1981
E07000099,2023,1725,2689
E07000099,2024,2272,3518
E07000099,2025,2883,4439
E07000102,2011,7,8
E07000102,2012,6,10
E07000102,2013,14,23
E07000102,2014,31,48
E07000102,2015,57,93
E07000102,2016,77,154
E07000102,2017,125,249
E07000102,2018,155,347
E07000102,2019,246,556
E07000102,2020,393,760
E07000102,2021,678,1231
E07000102,2022,1038,1751
E07000102,2023,1523,2462
E07000102,2024,1940,3141
E07000102,2025,2303,3788
E07000103,2011,5,5
E07000103,2012,7,8
E07000103,2013,14,16
E07000103,2014,40,120
E07000103,2015,85,421
E07000103,2016,141,707
E07000103,2017,258,936
E07000103,2018,380,1252
E07000103,2019,822,1744
E07000103,2020,3338,4762
E07000103,2021,488,1010
E07000103,2022,676,1320
E07000103,2023,976,1833
E07000103,2024,1286,2374
E07000103,2025,1609,2936
E07000105,2011,7,7
E07000105,2012,7,9
E07000105,2013,13,17
E07000105,2014,23,27
E07000105,2015,45,71
E07000105,2016,61,126
E07000105,2017,93,200
E07000105,2018,118,273
E07000105,2019,164,359
E07000105,2020,305,573
E07000105,2021,563,988
E07000105,2022,875,1480
E07000105,2023,1298,2117
E07000105,2024,1799,2897
E07000105,2025,2333,3758
E07000106,2011,18,18
E07000106,2012,21,24
E07000106,2013,20,25
E07000106,2014,33,54
E07000106,2015,53,93
E07000106,2016,76,154
E07000106,2017,100,211
E07000106,2018,159,305
E07000106,2019,211,410
E07000106,2020,346,652
E07000106,2021,631,1085
E07000106,2022,949,1567
E07000106,2023,1348,2147
E07000106,2024,1850,2923
E07000106,2025,2474,3845
E07000107,2011,6,6
E07000107,2012,45,46
E07000107,2013,47,48
E07000107,2014,49,58
E07000107,2015,57,75
E07000107,2016,56,100
E07000107,2017,62,152
E07000107,2018,94,246
E07000107,2019,128,374
E07000107,2020,209,553
E07000107,2021,411,949
E07000107,2022,708,1424
E07000107,2023,1155,2188
E07000107,2024,1680,3049
E07000107,2025,2277,3972
E07000108,2011,12,12
E07000108,2012,8,9
E07000108,2013,10,11
E07000108,2014,13,19
E07000108,2015,29,42
E07000108,2016,41,61
E07000108,2017,58,103
E07000108,2018,76,151
E07000108,2019,115,221
E07000108,2020,187,349
E07000108,2021,326,571
E07000108,2022,518,866
E07000108,2023,775,1235
E07000108,2024,1116,1752
E07000108,2025,1492,2340
E07000109,2011,3,3
E07000109,2012,5,5
E07000109,2013,5,5
E07000109,2014,8,16
E07000109,2015,15,36
E07000109,2016,29,69
E07000109,2017,53,125
E07000109,2018,57,188
E07000109,2019,76,246
E07000109,2020,133,372
E07000109,2021,261,601
E07000109,2022,474,909
E07000109,2023,858,1602
E07000109,2024,1245,2225
E07000109,2025,1488,2802
E07000110,2011,5,7
E07000110,2012,9,13
E07000110,2013,13,17
E07000110,2014,20,36
E07000110,2015,51,94
E07000110,2016,71,160
E07000110,2017,100,240
E07000110,2018,146,369
E07000110,2019,209,521
E07000110,2020,410,865
E07000110,2021,693,1386
E07000110,2022,1166,2090
E07000110,2023,1724,2896
E07000110,2024,2369,3971
E07000110,2025,3173,5099
E07000111,2011,18,18
E07000111,2012,18,20
E07000111,2013,25,30
E07000111,2014,37,59
E07000111,2015,66,148
E07000111,2016,93,230
E07000111,2017,131,323
E07000111,2018,177,450
E07000111,2019,282,664
E07000111,2020,449,962
E07000111,2021,755,1547
E07000111,2022,1209,2244
E07000111,2023,1751,3133
E07000111,2024,2283,3948
E07000111,2025,2806,4793
E07000112,2011,15,15
E07000112,2012,12,14
E07000112,2013,21,23
E07000112,2014,19,29
E07000112,2015,32,65
E07000112,2016,39,93
E07000112,2017,53,123
E07000112,2018,69,184
E07000112,2019,104,237
E07000112,2020,160,344
E07000112,2021,316,613
E07000112,2022,523,932
E07000112,2023,780,1312
E07000112,2024,1046,1740
E07000112,2025,1426,2317
E07000113,2011,10,10
E07000113,2012,9,11
E07000113,2013,10,13
E07000113,2014,12,25
E07000113,2015,24,55
E07000113,2016,42,99
E07000113,2017,61,151
E07000113,2018,80,198
E07000113,2019,127,296
E07000113,2020,195,455
E07000113,2021,368,752
E07000113,2022,657,1220
E07000113,2023,986,1702
E07000113,2024,1504,2477
E07000113,2025,2060,3299
E07000114,2011,5,5
E07000114,2012,7,8
E07000114,2013,13,16
E07000114,2014,20,29
E07000114,2015,49,70
E07000114,2016,66,100
E07000114,2017,81,132
E07000114,2018,102,179
E07000114,2019,127,249
E07000114,2020,209,382
E07000114,2021,377,646
E07000114,2022,585,951
E07000114,2023,871,1364
E07000114,2024,1211,1863
E07000114,2025,1600,2512
E07000115,2011,8,8
E07000115,2012,11,12
E07000115,2013,10,12
E07000115,2014,22,45
E07000115,2015,52,106
E07000115,2016,76,172
E07000115,2017,141,296
E07000115,2018,177,436
E07000115,2019,250,572
E07000115,2020,368,828
E07000115,2021,691,1353
E07000115,2022,1142,2016
E07000115,2023,1675,2847
E07000115,2024,2230,3691
E07000115,2025,2823,4559
E07000116,2011,10,10
E07000116,2012,15,19
E07000116,2013,21,28
E07000116,2014,33,57
E07000116,2015,57,109
E07000116,2016,82,180
E07000116,2017,118,288
E07000116,2018,140,379
E07000116,2019,223,533
E07000116,2020,352,747
E07000116,2021,612,1175
E07000116,2022,970,1733
E07000116,2023,1373,2400
E07000116,2024,1750,3030
E07000116,2025,2185,3736
E07000117,2011,2,2
E07000117,2012,3,5
E07000117,2013,4,6
E07000117,2014,13,17
E07000117,2015,19,26
E07000117,2016,18,42
E07000117,2017,24,47
E07000117,2018,25,71
E07000117,2019,41,100
E07000117,2020,77,172
E07000117,2021,157,307
E07000117,2022,292,484
E07000117,2023,434,700
E07000117,2024,654,1134
E07000117,2025,920,1608
E07000118,2011,6,6
E07000118,2012,9,9
E07000118,2013,17,18
E07000118,2014,35,42
E07000118,2015,60,83
E07000118,2016,90,130
E07000118,2017,119,174
E07000118,2018,132,218
E07000118,2019,188,302
E07000118,2020,269,435
E07000118,2021,474,751
E07000118,2022,787,1179
E07000118,2023,1210,1733
E07000118,2024,1720,2511
E07000118,2025,2327,3360
E07000119,2011,3,3
E07000119,2012,2,2
E07000119,2013,1,5
E07000119,2014,8,14
E07000119,2015,25,46
E07000119,2016,38,77
E07000119,2017,62,122
E07000119,2018,73,156
E07000119,2019,105,210
E07000119,2020,158,292
E07000119,2021,322,546
E07000119,2022,552,888
E07000119,2023,796,1217
E07000119,2024,1129,1722
E07000119,2025,1574,2342
E07000120,2011,7,7
E07000120,2012,10,10
E07000120,2013,10,10
E07000120,2014,7,10
E07000120,2015,17,25
E07000120,2016,19,33
E07000120,2017,25,50
E07000120,2018,28,61
E07000120,2019,37,96
E07000120,2020,76,168
E07000120,2021,141,291
E07000120,2022,287,505
E07000120,2023,495,801
E07000120,2024,715,1180
E07000120,2025,920,1561
E07000121,2011,12,12
E07000121,2012,15,15
E07000121,2013,18,20
E07000121,2014,26,34
E07000121,2015,53,73
E07000121,2016,63,97
E07000121,2017,57,129
E07000121,2018,96,198
E07000121,2019,137,274
E07000121,2020,226,432
E07000121,2021,429,707
E07000121,2022,690,1033
E07000121,2023,1004,1492
E07000121,2024,1435,2090
E07000121,2025,1852,2776
E07000122,2011,4,4
E07000122,2012,7,7
E07000122,2013,7,10
E07000122,2014,16,22
E07000122,2015,24,51
E07000122,2016,25,64
E07000122,2017,32,87
E07000122,2018,40,96
E07000122,2019,50,126
E07000122,2020,93,203
E07000122,2021,185,366
E07000122,2022,315,588
E07000122,2023,444,836
E07000122,2024,634,1237
E07000122,2025,906,1733
E07000123,2011,9,9
E07000123,2012,15,18
E07000123,2013,12,16
E07000123,2014,14,26
E07000123,2015,30,63
E07000123,2016,38,101
E07000123,2017,63,147
E07000123,2018,78,182
E07000123,2019,125,284
E07000123,2020,202,433
E07000123,2021,421,795
E07000123,2022,689,1163
E07000123,2023,1140,1880
E07000123,2024,1596,2685
E07000123,2025,2395,3870
E07000124,2011,4,4
E07000124,2012,3,3
E07000124,2013,5,6
E07000124,2014,11,16
E07000124,2015,21,32
E07000124,2016,38,65
E07000124,2017,49,98
E07000124,2018,69,138
E07000124,2019,115,202
E07000124,2020,175,307
E07000124,2021,293,521
E07000124,2022,460,773
E07000124,2023,678,1110
E07000124,2024,981,1584
E07000124,2025,1357,2156
E07000125,2011,1,2
E07000125,2012,3,3
E07000125,2013,7,7
E07000125,2014,14,21
E07000125,2015,20,31
E07000125,2016,29,46
E07000125,2017,44,82
E07000125,2018,49,116
E07000125,2019,70,170
E07000125,2020,127,268
E07000125,2021,217,405
E07000125,2022,338,603
E07000125,2023,509,871
E07000125,2024,712,1221
E07000125,2025,974,1652
E07000126,2011,28,28
E07000126,2012,28,28
E07000126,2013,33,36
E07000126,2014,41,51
E07000126,2015,70,95
E07000126,2016,107,141
E07000126,2017,145,190
E07000126,2018,165,252
E07000126,2019,199,312
E07000126,2020,274,431
E07000126,2021,347,617
E07000126,2022,668,1035
E07000126,2023,1036,1499
E07000126,2024,1521,2205
E07000126,2025,2203,3150
E07000127,2011,8,8
E07000127,2012,7,10
E07000127,2013,11,13
E07000127,2014,12,29
E07000127,2015,31,62
E07000127,2016,41,83
E07000127,2017,74,155
E07000127,2018,92,217
E07000127,2019,134,301
E07000127,2020,224,512
E07000127,2021,471,912
E07000127,2022,842,1390
E07000127,2023,1173,1827
E07000127,2024,1735,2693
E07000127,2025,2414,3731
E07000128,2011,17,17
E07000128,2012,14,14
E07000128,2013,11,12
E07000128,2014,16,27
E07000128,2015,38,57
E07000128,2016,60,95
E07000128,2017,69,117
E07000128,2018,77,151
E07000128,2019,127,230
E07000128,2020,201,357
E07000128,2021,364,607
E07000128,2022,598,931
E07000128,2023,903,1353
E07000128,2024,1434,2069
E07000128,2025,1956,2829
E07000129,2011,7,7
E07000129,2012,8,8
E07000129,2013,14,15
E07000129,2014,19,28
E07000129,2015,60,95
E07000129,2016,42,96
